EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,PACKAGES,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE698799,C52,698799,"MSRP,ZCP,ZCV,ZCW,ZP2.3,2MK,403,417,5AC,655,6NR,752",,"$74,800.00",,550,,Knauz bmw?,,,,,,,
A73 - Jerez Black Met.,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C55BE698800,C55,698800,"MSRP,ZCP,ZCV,ZCW,ZP2.2,2MK,403,417,5AC,655,6NR,752",,"$75,100.00",,550/300,,Laurel BMW of Westmont,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C57BE698801,C57,698801,"MSRP,ZCP,ZCV,ZCW,ZP2.3,2MK,403,417,5AC,655,6NR,752",,"$74,800.00",,550,,,,,,,,,
300 - Alpine White,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C59BE698802,C59,698802,"MSRP,ZCP,ZP2.3,494,5AC,655",,"$63,825.00",,,,Orange County BMW,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C50BE698803,C50,698803,"MSRP,ZCP,ZCV,ZP2.3,403,465,494,655,6NR,752",,"$70,450.00",,300,,Weatherford BMW,"Monday, July 25th 2011",,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE698804,C52,698804,"MSRP,ZCP,ZCV,ZP2.2,2MK,403,465,494,6NR,752",,"$73,600.00",,,,,,,,,,,
A30 - Interologos Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE698805,C54,698805,"MSRP,ZCV,ZCW,ZP2.1,2MK,2MT,403,417,655,752",,"$73,050.00",,550,CANADA,CANADA,,,,,,,
A30 - Interologos Blue Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C56BE698806,C56,698806,"MSRP,ZCP,ZCV,ZP2.2,2MK,403,494,5AC,752",,"$73,425.00",,550/300,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE698807,C58,698807,"MSRP,ZCP,ZCV,ZP2.1,2MK,403,655,752",,"$72,175.00",,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE698808,C5X,698808,"MSRP,ZCV,ZP2.3,2MK,2MT,494,655,752",,"$73,425.00",,550,,"Quality Imports, Inc. / Quality BMW",,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE698809,C51,698809,"MSRP,ZCP,ZCV,ZP2.3,2MK,403,465,6NR,752",,"$73,100.00",,550,TOTAL LOSS,Orange County BMW,,,,,,,
 Space Gray Metallic,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C58BE698810,C58,698810,"MSRP,ZCV,ZCW,ZP2.3,2MK,2MT,403,417,655,6NR,752",,"$73,600.00",,550/300,,Open Road Auto Group - Morristown BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE698811,C5X,698811,"MSRP,ZCP,ZCV,ZP2.3,2MK,403,494,655,6NR,752",,"$72,925.00",,,VANDALISM,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE698812,C51,698812,"MSRP,ZCV,ZCW,ZP2.3",,"$64,475.00",,,,Life Quality BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE698813,C53,698813,"MSRP,ZCP,ZCV,ZCW,ZP2.3,2MK,403,417,5AC,655,6NR,752",,"$74,250.00",,,TOTAL LOSS,"Albany Motorcars Inc / 
BMW of Albany",,,,,,,
668 - Jet Black,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C55BE698814,C55,698814,"MSRP,ZCP,ZCV,ZP2.3,2MK,403,417",,"$71,000.00",,,LEMON,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE698815,C57,698815,"MSRP,ZCP,ZCV,ZP2.3,2MK,403,494,655,6NR,752",,"$73,475.00",,550,,BMW of Dallas / MINI of Dallas,,,,,,,
A75 - Melbourne Red Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE698816,C59,698816,"MSRP,ZCP,ZCV,ZCW,ZP2.3,2MK,403,417,655,752",,"$74,300.00",,550,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE698817,C50,698817,"MSRP,ZCP,ZCV,ZCW,ZP2.2,2MK,403,655,6NR",,"$72,075.00",,550,,BMW Of The Main Line,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C52BE698818,C52,698818,"MSRP,ZCV,ZP2.3,2MK,2MT,403,494,752",,"$71,625.00",,550,,BMW of El Paso,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C54BE698819,C54,698819,"MSRP,ZCP,ZCV,ZP2.2,2MK,403,417,494,655,6NR,752",,"$74,050.00",,550,,Advantage BMW Midtown,,,,,,,
A75 - Melbourne Red Met.,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C50BE698820,C50,698820,"MSRP,ZP2.3,302,403,465,494",,"$63,950.00",,550/300,,Pacific BMW,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C52BE698821,C52,698821,"MSRP,ZCP,ZCV,ZP2.1,2MK,403,494,655,6NR,752",,"$73,475.00",,550,,BMW of Bakersfield,,,,,,,
A73 - Jerez Black Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C54BE698822,C54,698822,"MSRP,ZCP,ZCV,ZCW,ZP2.1,2MK,403,655,6NR,752",,"$74,275.00",,550/300,,Gebhardt Imports,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C56BE698823,C56,698823,"MSRP,ZCV,ZCW,ZP2.2,223,2MK,2MT,403,752",,"$70,225.00",,550,,Fields BMW Northfield,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE698824,C58,698824,"MSRP,ZCV,ZCW,ZP2.3,223,2MT,403,655,6NR,752",,"$70,825.00",,550,,BMW of Manhattan,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C5XBE698825,C5X,698825,"MSRP,ZCV,ZCW,ZP2.3,2MK,2MT,403,417,655,752",,"$72,500.00",,,CANADA,CANADA,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE698826,C51,698826,"MSRP,ZCP,ZCV,ZCW,ZP2.3,2MK,403,6NR,752",,"$72,575.00",,550,,South Bay BMW MINI,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE698827,C53,698827,"MSRP,ZCV,ZCW,ZP2.2,223,2MK,403,6NR,752",,"$72,725.00",,550,,,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C55BE698828,C55,698828,"MSRP,ZCV,ZCW,ZP2.3,2MK,2MT,403,655,6NR,752",,"$72,725.00",,550,,Passport BMW - BMW of Towson,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE698829,C57,698829,"MSRP,ZCV,ZCW,ZP2.3,2MK,2MT,403,417,655,752",,"$73,050.00",,550,CANADA,CANADA,,,,,,,
A73 - Jerez Black Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C53BE698830,C53,698830,"MSRP,ZCV,ZCW,ZP2.3,2MK,2MT,403,417,5AC,655,6NR,752",,"$74,650.00",,550/1100,,BMW of Monterey,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE698831,C55,698831,"MSRP,ZCP,ZCV,ZP2.3,2MK,403,494,655,752",,"$72,675.00",,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE698832,C57,698832,"MSRP,ZCP,ZCV,ZP2.3,2MK",,"$68,875.00",,,,New Century BMW,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE698833,C59,698833,"MSRP,ZCP,ZCV,ZCW,ZP2.2,2MK,403,6NR,752",,"$73,075.00",,,,BMW of Riverside,,,,,,,
300 - Alpine White,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C50BE698834,C50,698834,"MSRP,ZCP,ZCV,ZCW,ZP2.3,2MK,403,417,655,6NR,752",,"$74,300.00",,300,,Orange County BMW,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE698835,C52,698835,"MSRP,ZCV,ZCW,ZP2.3,2MK,2MT,403,417,655,752",,"$73,050.00",,,CANADA,CANADA,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE698836,C54,698836,"MSRP,ZCV,ZCW,ZP2.3,2MK,2MT,403,417,655,752",,"$73,050.00",,,CANADA,CANADA,,,,,,,
381 - Le Mans Blue Met.,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C56BE698837,C56,698837,"MSRP,ZCP,ZCV,ZP2.2,2MK,417,465",,"$71,575.00",,550/1100,,BMW of Buena Park/Shelly BMW,,,,,,,
381 - Le Mans Blue Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C58BE698838,C58,698838,"MSRP,ZCP,ZCV,ZCW,2MK,403,4MY,639,752",,"$72,125.00",,550,,BMW Northwest,,,,,,,
A73 - Jerez Black Met.,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C5XBE698839,C5X,698839,"MSRP,ZCP,ZCV,ZCW,2MK,4MY,639,752",,"$72,325.00",,"550/1,250",,BMW of Mountain View -  BMW of Fremont,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE698840,C56,698840,"MSRP,ZCV,ZCW,ZP2.3,2MT,668",,"$65,725.00",,,CANADA,CANADA,,,,,,,
381 - Le Mans Blue Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C58BE698841,C58,698841,"MSRP,ZCV,ZP2.1,223,2MK,403,494",,"$69,775.00",,550/300,,BMW of Sterling,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE698842,C5X,698842,"MSRP,ZCP,ZCV,ZCW,ZP2.3,2MK,5AC,655,6NR,752",,"$72,625.00",,,,BMW Northwest,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE698843,C51,698843,"MSRP,ZCV,ZP2.3,2MK,403,494,655,752",,"$70,725.00",,550,,BMW of Dallas / MINI of Dallas,,,,,,,
 Space Gray Metallic,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C53BE698844,C53,698844,"MSRP,ZCP,ZCV,ZP2.3,2MK,6NR",,"$65,550.00",,550/300,,Steve Thomas BMW,,,,,,,
 Space Gray Metallic,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C55BE698845,C55,698845,"MSRP,ZP2.1,2MK,403,465",,"$65,550.00",,550,,Athens BMW,,,,,,,
A73 - Jerez Black Met.,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C57BE698846,C57,698846,"MSRP,ZCV,ZP2.3,223,2MK,2MT,417,465,494,6NR",,"$71,275.00",,550/300,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE698847,C59,698847,"MSRP,ZCP,ZCV,ZP2.3,403,6NR,752",,"$69,175.00",,,,Braman BMW Jupiter - Richmond BMW,,,,,,,
 Space Gray Metallic,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C50BE698848,C50,698848,"MSRP,ZCP,ZCW,ZP2.3,2MK,403,609,6FL",,"$73,025.00",,550,,Circle BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE698849,C52,698849,"MSRP,ZCV,ZP2.3,2MT,403,494",,"$66,825.00",,550,,Motor Werks BMW,,,,,,,
A73 - Jerez Black Met.,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C59BE698850,C59,698850,"MSRP,ZCP,ZCV,ZP2.1,403,494",,"$68,375.00",,550/300,,Northwest BMW,,,,,,,
A73 - Jerez Black Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C50BE698851,C50,698851,"MSRP,ZCP,ZCV,ZCW,ZP2.3,2MK,403,655,6NR,752",,"$74,275.00",,550/300,TOTAL LOSS,Valencia BMW,,,,,,,
A73 - Jerez Black Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C52BE698852,C52,698852,"MSRP,ZCV,ZP2.3,223,403,494,655,6NR,752",,"$69,375.00",,550/300,,,,,,,,,
A29 - SIlverstone II,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C54BE698853,C54,698853,"MSRP,ZCP,ZCV,ZCW,ZP2.3,2MK,403,417,655,6NR,752",,"$75,650.00",,550/1100,TOTAL LOSS,VOB BMW,,,,,,,
A73 - Jerez Black Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C56BE698854,C56,698854,"MSRP,ZCP,2MK,403,609,639,752,771",,"$69,875.00",,550,,Life Quality BMW,,,,,,,
B05 - Monte Carlo Blue,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE698855,C58,698855,"MSRP,ZCP,ZCV,ZP2.3,326,2MK,403,417,494,5AC,655,6NR,752",,"$79,700.00",,5000/950,MILEAGE INCONSISTENCY,SOUTH MOTORS BMW,,,,,,https://github.com/Sman19/OriginalMonroney/blob/ab4c3e874d1edaa2247290dc31599b96db77693e/WBSPM9C58BE698855%20-%202011%20sedan%20Window%20Sticker%2010.50x16.50%20%20(1).pdf,https://github.com/Sman19/2011-M3-Sedan-Invoices/blob/c568829d38c04ead7ec6502a69b2c9b9cf77e301/WBSPM9C58B%20E698855.pdf
S34 - Azurite Black Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE698856,C5X,698856,"MSRP,ZCP,ZCV,ZP2.3,2MK,494,752,XE8",,"$77,225.00",,"5000950/XE8 - $1,080?",,Northwest BMW,,,,,,https://github.com/Sman19/OriginalMonroney/blob/5bafd3bd7632fd874cd6971aa42190657c682161/WBSPM9C5XBE698856%20-%202011%20sedan%20Window%20Sticker%2010.50x16.50%20%20(1).pdf,
U94 - Fire Orange 2,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE698857,C51,698857,"MSRP,ZCP,ZCV,ZP2.3,6NR,752",,"$74,075.00",,5000/950,,BMW of Honolulu,,,,,,https://github.com/Sman19/OriginalMonroney/blob/272b0be6657abcbf140e5342719e9ea30b05f47e/WBSPM9C51BE698857%20-%202011%20sedan%20Window%20Sticker%2010.50x16.50%20.pdf,
U94 - Fire Orange 2,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE698858,C53,698858,"MSRP,ZCP,ZP2.3,2MK,6FL",,"$72,325.00",,5000/950,,VISTA MOTOR COMPANY,,,,,,https://github.com/Sman19/OriginalMonroney/blob/6452b2c9c68f522775b940401e2446a7936fc69c/WBSPM9C53BE698858%20-%202011%20sedan%20Window%20Sticker%2010.50x16.50%20.pdf,
"X04 - Moonstone | $5,000",,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE698859,C55,698859,"MSRP,ZCP,ZCV,ZP2.3,403,417,465,494,655,6NR,752",,"$77,025.00",,5000/950,,Steve Thomas BMW,,,,,,https://github.com/Sman19/OriginalMonroney/blob/ec6176f319f49b61c5543c4ea2de77e3bc5b74d6/WBSPM9C55BE698859%20-%202011%20sedan%20Window%20Sticker%2010.50x16.50%20%20(2).pdf,
Silverstone Metallic ,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE698860,C51,698860,"MSRP,ZCV,ZCW,ZP2.1,2MK,403,6NR,752",,"$71,125.00",,550,,Open Road BMW,,,,,,,
Silverstone Metallic ,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C53BE698861,C53,698861,"MSRP,ZCV,ZCW,ZP2.3,223,2MT,403,6NR,752",,"$71,575.00",,550/1100,,BMW Mini of San Francisco,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE698862,C55,698862,"MSRP,ZCP,ZCV,ZP2.3,2MK,403,494,655,6NR,752",,"$72,925.00",,,,,,,,,,,
668 - Jet Black,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C57BE698863,C57,698863,"MSRP,ZCP,ZCV,ZP2.3,403",,"$67,025.00",,,,Bill Dodge Auto Group,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE698864,C59,698864,"MSRP,ZCP,ZCV,ZP2.1,403",,"$67,575.00",,550,,Shelly BMW,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE698865,C50,698865,"MSRP,ZCP,ZCV,ZP2.3,403,494,6NR,752",,"$69,675.00",,,,BMW of Bridgeport,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE698866,C52,698866,"MSRP,ZCP,ZCV,ZCW,ZP2.2,2MK,494,6NR,752",,"$72,525.00",,,,South Bay BMW MINI,,,,,,,
300 - Alpine White,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C54BE698867,C54,698867,"MSRP,ZCP,2MK,494,4MY,507",,"$64,855.00",,,,,,,,,,,
A75 - Melbourne Red Met.,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C56BE698868,C56,698868,"MSRP,ZCP,ZCV,ZCW,ZP2.3,417,5AC,655,6NR,752",,"$71,150.00",,550/300,TOTAL LOSS,Paul Miller Performance LLC dba Paul Miller BMW,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C58BE698869,C58,698869,"MSRP,ZCV,2MK,2MT,465,494,639,6NR,771",,"$68,050.00",,950,,Northwest BMW,,,,,,,
300 - Alpine White,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C54BE698870,C54,698870,"MSRP,ZCP,ZCV,ZP2.3,326,2MK,403,417,655",,"$70,850.00",,,TOTAL LOSS,BMW of Houston,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C56BE698871,C56,698871,"MSRP,ZCP,ZCV,ZCW,ZP2.3,417,655,6NR,752",,"$70,300.00",,,,"Otto's MINI / 
BMW of Bloomfield",,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C58BE698872,C58,698872,"MSRP,ZCP,ZCV,ZCW,ZP2.3,326,2MK,403,417,5AC,655,6NR,752",,"$74,550.00",,300,Total Loss,BMW Mt. Kisco,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C5XBE698873,C5X,698873,"MSRP,ZCP,ZCV,ZCW,ZP2.3,326,2MK,403,417,5AC,655,6NR,752",,"$74,550.00",,300,,BMW & Mini of Sterling,,,,,,,
Silverstone Metallic ,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C51BE698874,C51,698874,"MSRP,ZCP,ZCV,ZP2.3,655,6NR,752",,"$69,325.00",,550/300,,Fields BMW South Orlando,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE698875,C53,698875,"MSRP,ZCP,ZCV,ZP2.3,2MK,403,494,6NR,752",,"$73,125.00",,550,,BMW Mini of San Francisco,,,,,,,
381 - Le Mans Blue Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C55BE698876,C55,698876,"MSRP,ZCW,403,4MX",,"$61,175.00",,550,,Audi Volkswagen Pittsfield - Berkshire BMW,,,,,,,
381 - Le Mans Blue Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C57BE698877,C57,698877,"MSRP,ZCP,ZCV,ZP2.3,2MK,403,417,465,494,5AC,6NR,752",,"$74,725.00",,550/300,,,,,,,,,
Silverstone Metallic ,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C59BE698878,C59,698878,"MSRP,ZCV,ZCW,223,2MK,4MY,639,6NR,752",,"$70,775.00",,550/950,,BMW of Tulsa,,,,,,,
381 - Le Mans Blue Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C50BE698879,C50,698879,"MSRP,ZCP,ZCV,ZCW,ZP2.3,2MK,5AC,655,6NR,752",,"$73,175.00",,550,,Passport BMW,,,,,,,
"X04 - Moonstone - $5,000.00",,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE698880,C57,698880,"MSRP,ZCP,ZCV,ZP2.3,2MK,465,494,6NR",,"$76,050.00",,5000/950,,Steve Thomas BMW,,,,,,https://github.com/Sman19/OriginalMonroney/blob/aa1ef4d2cf2ec6093211a6453740b8e3b348b560/WBSPM9C57BE698880%20-%202011%20sedan%20Window%20Sticker%2010.50x16.50%20.pdf,https://github.com/Sman19/2011-M3-Sedan-Invoices/blob/83d96268a676f248f804cfb4867ae4437e9e7e1e/WBSPM9C57B%20E698880.pdf
 Space Gray Metallic,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C59BE698881,C59,698881,"MSRP,ZCV,ZP2.1",,"$64,025.00",,550,,BMW of Greensboro,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE698882,C50,698882,"MSRP,ZCP,ZCV,ZCW,ZP2.1,6NR,752",,"$69,125.00",,,,BMW of San Francisco,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE698883,C52,698883,"MSRP,ZCV,ZCW,ZP2.3,223,655,6NR,752",,"$68,525.00",,550,,Tom Bush BMW of Orange Park,,,,,,,
 Space Gray Metallic,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C54BE698884,C54,698884,"MSRP,ZCP,ZCV,ZP2.3,2MK,494,6NR,752",,"$73,950.00",,550/300,,,,,,,,,
381 - Le Mans Blue Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C56BE698885,C56,698885,"MSRP,ZCP,ZCV,ZCW,2MK,771",,"$67,925.00",,550,,,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C58BE698886,C58,698886,"MSRP,ZCP,2MK,4MZ,494,",,"$65,975.00",,550/950,,,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE698887,C5X,698887,"MSRP,ZCP,ZCV,ZCW,ZP2.1,2MK,752",,"$71,325.00",,550,,Chapman BMW Chandler,,,,,,,
300 - Alpine White,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C51BE698888,C51,698888,"MSRP,ZCP,ZCV,ZCW,ZP2.3,417,5AC.655,6NR,752",,"$71,400.00",,1100,,Mossy BMW of Vista,,,,,,,
A75 - Melbourne Red Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C53BE698889,C53,698889,"MSRP,ZCP,ZCV,ZP2.3,2MK,655,6NR,752",,"$71,925.00",,550,,BMW of Pembroke Pines,,,,,,,
A75 - Melbourne Red Met.,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C5XBE698890,C5X,698890,"MSRP,ZCP,ZCV,ZP2.3,465,494",,"$68,600.00",,550/1100,,Competition BMW,,,,,,,
 Space Gray Metallic,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C51BE698891,C51,698891,"MSRP,ZCP,ZCV,ZCW,ZP2.3,5AC.655,6NR,752",,"$71,625.00",,550/300,,,,,,,,,
A75 - Melbourne Red Met.,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C53BE698892,C53,698892,"MSRP,ZCP,ZCV,ZCW,ZP2.3,403,417,6NR,752",,"$72,400.00",,550/1100,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE698893,C55,698893,"MSRP,302,403,639,771,6FL",,"$61,625.00",,950,,BMW of the Woodlands,,,,,,,
668 - Jet Black,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C57BE698894,C57,698894,"MSRP,2MK,2MT",,"$62,225.00",,,,BMW of Arlington Porsche of Arlington,,,,,,,
A30 - Interologos Blue Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C59BE698895,C59,698895,"MSRP,771",,"$58,625.00",,550,,BMW of Ramsey/Prestige BMW,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C50BE698896,C50,698896,"MSRP,ZCP,ZCV,ZP2.1,2MK,403,465,655,6NR",,"$71,000.00",,,,BMW of Roseville,,,,,,,
 Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE698897,C52,698897,"MSRP,ZCP,ZCV,ZCW,ZP2.3,2MK,326,403,6NR",,"$71,725.00",,550,TOTAL LOSS,,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C54BE698898,C54,698898,"MSRP,ZCP,ZCV,ZCW,ZP2.3,2MK,403,417,655,6NR,752",,"$75,350.00",,300,TOTAL LOSS,BMW & Mini of Sterling,,,,,,,
A73 - Jerez Black Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C56BE698899,C56,698899,"MSRP,ZCP,2P2.1,403,494",,"$65,475.00",,550/300,,Lou Bachrodt Auto Mall,,,,,,,
A52 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE698900,C59,698900,"MSRP,ZCV,ZP2.3,2MK,403,417,465,494,5AC,6NR,752",,"$71,925.00",,550,,,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C50BE698901,C50,698901,"MSRP,ZCP,4MY,639",,"$63,075.00",,"1,250",,Community Volkswagen/Santa Maria BMW,,,,,,,
A30 - Interologos Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE698902,C52,698902,"MSRP,ZCP,ZCV,ZP2.1,2MK,403,655,6NR,752",,"$72,975.00",,550,,BMW of Sherman Oaks,,,,,,,
A29 - SIlverstone II,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C54BE698903,C54,698903,"MSRP,ZCP,ZCV,ZCW,ZP2.3,655,752",,"$70,875.00",,550/1100,,BMW of Manhattan,,,,,,,
A30 - Interologos Blue Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C56BE698904,C56,698904,"MSRP,ZCV,ZCW,ZP2.3,403,417,5AC,655,752",,"$69,150.00",,550,,Park Ave BMW,,,,,,,
